Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
APER3,27.07,-140.24,1.77,3.307,"0,20%",1.181,4.87,-128.57,18.97,-95.79,76.19,"-2,57%","-2,36%",2.61,"-1,37%","-1,26%",1988600,176060000,0,"-14,51%"
LCSA3,12.5,-120.23,-81.22,28.405,"0,00%",44.638,-72.05,-180.18,-34.41,-180.95,-180.95,"-15,77%","-23,63%",0.29,"-28,74%","67,55%",0,-377568000,-0.35,"6.354,07%"
MAGG3,59.4,-119.98,1.32,0.684,"0,00%",0.44,9.32,4.07,-1.55,6.41,5.34,"16,82%","-0,57%",1.14,"14,05%","-1,10%",0,2246130000,1.03,"9,27%"
BNCA3,70.3,-90.3,2.45,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-2,72%",0,3068150000,0,"2,41%"
AMIL3,32.2,-73.28,7.7,1.129,"0,00%",2.003,-16.95,136.58,-5.43,138.61,50.13,"0,83%","-1,53%",0.75,"2,22%","-10,51%",0,1532980000,1.24,"28,47%"
TELB3,156,-71.29,6.49,46.676,"0,00%",2.457,11.06,-37.83,-7.29,-35.67,-112.73,"-123,38%","-65,47%",4.58,"-8,33%","-9,10%",227688,1631740000,0.17,"13,40%"
BOBR4,2.27,-70.55,-2.29,0.557,"0,00%",0.87,-3.2,5.26,-0.92,7.52,6.2,"10,60%","-0,79%",0.61,"21,77%","3,24%",288506,-258521000,-1.06,"-0,16%"
BRTP3,35.71,-67.26,2.45,1.168,"0,00%",0.684,8.98,6.03,-2.4,7.55,7.55,"19,37%","-2,96%",1.29,"13,41%","-3,64%",0,5302340000,0.91,"3,66%"
MGEL3,25,-66.5,-0.39,0.26,"0,00%",0.394,1.03,2.47,-0.27,12.98,9.88,"10,50%","-1,16%",3.05,"19,74%","0,59%",0,-370634000,-1.77,"6,57%"
JBSS3,21.18,-60.37,1.92,0.267,"2,55%",0.377,2.32,4.22,-0.95,8.37,5.68,"6,33%","-0,27%",1.74,"11,79%","-3,18%",468307000,30089300000,2.51,"5,94%"
PRNR3,9.4,-58.54,4.81,1.026,"0,00%",1.493,10.94,51.36,-9.65,57.32,14.97,"2,00%","-3,10%",1.34,"3,76%","-8,22%",2476790,74328000,1.16,"21,30%"
ETER3,3.67,-57.59,-6.6,0.244,"0,00%",0.211,-15.18,-2.37,-0.36,-4.67,-7.53,"-10,27%","-0,42%",0.97,"-10,30%","11,46%",2029330,-17668000,-7,"-15,96%"
GOLL4,18.33,-55.6,-0.85,0.47,"0,00%",0.426,-1.2,3.6,-0.37,6.8,3.48,"13,08%","1,29%",0.48,"15,89%","1,53%",276429000,-7676670000,-1.1,"8,80%"
PEFX3,19,-52.04,1.68,0.477,"0,00%",0.597,20.34,5.75,-3.18,6.59,0,"8,30%","-0,92%",1.07,"11,77%","-3,24%",0,396955000,0.31,"4,36%"
PEFX5,19,-52.04,1.68,0.477,"0,00%",0.597,20.34,5.75,-3.18,6.59,0,"8,30%","-0,92%",1.07,"11,77%","-3,24%",0,396955000,0.31,"4,36%"
MOAR3,160,-48.55,2.12,-7656.88,"5,10%",1.294,4.62,-42.27,38.54,-37.76,-38.45,"18.112,10%","15.969,50%",2.95,"-5,03%","-4,37%",32856,922997000,0.42,"-3,35%"
TOYB4,2.5,-47.96,-5.43,5.256,"0,00%",4.405,-6.47,-9.04,-3.83,-9.15,-9.67,"-58,16%","-10,96%",0.49,"-59,36%","11,31%",0,-13852000,-0.07,"-26,99%"
RCSL4,2.05,-47.62,-2.28,7.856,"0,00%",4.088,-12.76,229.26,-1.69,229.15,149.39,"3,43%","-16,54%",0.54,"1,83%","4,80%",3142930,-68040000,0,"172,09%"
IMBI3,5.01,-46.42,2.81,2659.02,"0,00%",0.518,-2.21,-97.12,-0.37,-104.72,-107.45,"-2.737,88%","-13.821,20%",0.05,"-0,54%","-6,05%",0,62544000,0.22,"-57,16%"
TCNO3,2.55,-45.38,22.15,0,"0,00%",0.073,0,-2.59,0,-7.72,-9.06,"0,00%","0,00%",0,"0,00%","-48,82%",186060,762000,0,"-72,21%"
CLAN4,3,-44.92,0.47,15.151,"0,00%",0.406,-15.5,-82.56,-6.36,-97.43,22.68,"-18,35%","-33,73%",0.73,"-0,50%","-1,05%",0,1012240000,0.08,"-63,96%"
TOYB3,2.29,-43.94,-4.97,4.815,"0,00%",4.035,-5.93,-8.28,-3.5,-8.39,-8.87,"-58,16%","-10,96%",0.49,"-59,36%","11,31%",0,-13852000,-0.07,"-26,99%"
EBTP3,10.21,-43.56,1.17,0.548,"0,00%",0.353,-502.47,6.42,-0.73,8.46,2.85,"8,53%","-1,03%",0.99,"6,03%","-2,68%",0,10782200000,0.39,"22,10%"
EBTP4,10,-42.66,1.14,0.537,"0,00%",0.346,-492.13,6.29,-0.71,8.33,2.81,"8,53%","-1,03%",0.99,"6,03%","-2,68%",0,10782200000,0.39,"22,10%"
ALPK3,9.2,-40.94,3.13,1.65,"0,00%",0.737,-7.19,8.49,-1.12,15.29,7.5,"19,43%","-3,94%",0.5,"9,44%","-7,65%",3112470,569136000,2.72,"0,00%"
FBRA4,34.58,-39.57,1.66,0.457,"0,00%",0.738,18.94,7.4,-4.43,10.62,10.62,"6,18%","-1,15%",1.11,"11,94%","-4,20%",0,213406000,0.77,"12,48%"
BRTP4,20.81,-39.19,1.43,0.681,"0,00%",0.399,5.23,3.51,-1.4,5.03,5.03,"19,37%","-2,96%",1.29,"13,41%","-3,64%",0,5302340000,0.91,"3,66%"
ECOR3,12.92,-38.92,15.85,1.826,"0,00%",0.625,-4.29,6,-0.82,11.54,7.84,"30,43%","-4,69%",0.58,"12,76%","-40,73%",62540400,455351000,19.06,"7,60%"
USIM6,9.5,-38.38,0.85,0.782,"0,57%",0.441,1.8,10.49,-6.65,13.62,7.24,"7,45%","-0,81%",3.26,"4,92%","-2,21%",44.19,14043700000,0.42,"15,07%"
ANIM3,22.9,-38.25,1.53,2.056,"0,00%",0.758,2.69,18.4,-6.2,20.52,10.57,"11,17%","-5,37%",3.81,"5,80%","-4,00%",14212400,1665140000,0.74,"8,62%"
GLOB4,30.49,-35.34,75.96,1.897,"0,00%",2.034,-13.9,51.26,-4.3,55.02,28.06,"3,70%","-5,37%",0.77,"6,23%","-214,98%",0,641000000,8.9,"9,18%"
MILS3,5.14,-35.18,1.17,2.618,"0,00%",0.883,4.98,-69.45,18.5,-69.2,8.51,"-3,77%","-7,44%",2.51,"-1,56%","-3,33%",10816300,1104900000,0.22,"-2,96%"
ITEC3,40.1,-35.12,22.04,2611.69,"0,00%",9.216,25.42,-26,-68.91,-24.8,-29.56,"-10.044,70%","-7.435,88%",5.23,"-63,06%","-62,76%",0,20143000,0,"-74,79%"
IMBI4,3.5,-32.43,1.96,1857.6,"0,00%",0.362,-1.54,-67.85,-0.26,-75.44,-77.41,"-2.737,88%","-13.821,20%",0.05,"-0,54%","-6,05%",0,62544000,0.22,"-57,16%"
PRTX3,2.77,-32.27,-145.32,297.651,"0,00%",1.4,-2.57,-97.11,-1.43,-128.99,37.19,"-306,50%","-922,47%",0.05,"-1,50%","450,37%",0,-18917000,-49.85,"307,96%"
HBOR3,2.83,-31.85,1.51,1.438,"0,00%",0.432,0.87,-90.43,6.05,-132.05,-231.49,"-1,59%","-3,96%",3.29,"-0,55%","-4,74%",45289400,1255410000,1.12,"0,45%"
DFVA3,9.9,-31.38,60.69,4.327,"0,00%",5.365,29.1,-55.91,-31.47,-58.28,-58.28,"-7,74%","-13,79%",1.33,"-10,35%","-193,42%",0,1170000,2.84,"3,39%"
BOBR3,1,-31.08,-1.01,0.245,"0,00%",0.383,-1.41,2.32,-0.4,4.58,3.77,"10,60%","-0,79%",0.61,"21,77%","3,24%",0,-258521000,-1.06,"-0,16%"
USIM3,7.67,-30.99,0.68,0.631,"0,65%",0.356,1.45,8.47,-5.37,11.6,6.17,"7,45%","-0,81%",3.26,"4,92%","-2,21%",2344870,14043700000,0.42,"15,07%"
ASTA4,25.83,-30.79,1,0.652,"0,00%",0.446,2.57,19.9,-3.3,33.2,33.2,"3,28%","-2,12%",1.71,"2,52%","-3,25%",0,515672000,0.85,"-4,73%"
VGOR4,5.87,-29.58,7.18,1.229,"0,00%",1.468,113.97,27.32,-3.22,34.09,34.09,"4,50%","-4,59%",1.04,"6,00%","-24,29%",0,135178000,1.89,"4,77%"
CRBM3,90,-28.95,3.26,1.498,"0,00%",1.172,2.98,-15.45,16.9,-14.17,-14.17,"-9,70%","-5,18%",2.24,"-12,71%","-11,28%",0,827347000,0.45,"-1,58%"
USIM5,7.1,-28.68,0.63,0.584,"0,77%",0.33,1.34,7.84,-4.97,10.97,5.83,"7,45%","-0,81%",3.26,"4,92%","-2,21%",162475000,14043700000,0.42,"15,07%"
TCNO4,1.45,-25.8,12.6,0,"0,00%",0.041,0,-1.47,0,-6.6,-7.75,"0,00%","0,00%",0,"0,00%","-48,82%",162456,762000,0,"-72,21%"
DFVA4,8,-25.35,49.04,3.497,"0,00%",4.335,23.51,-45.18,-25.43,-47.55,-47.55,"-7,74%","-13,79%",1.33,"-10,35%","-193,42%",0,1170000,2.84,"3,39%"
IDVL4,3.24,-24.59,0.73,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-2,98%",38528.6,384430000,0,"0,00%"
PETR3,21.88,-22.99,1.23,0.959,"1,83%",0.294,9.94,2.86,-0.5,6.66,4.04,"33,56%","-4,36%",1.21,"11,65%","-5,36%",413289000,231829000000,2,"1,07%"
TAMM4,52.73,-22.74,3.8,0.626,"0,00%",0.524,-31.11,9.77,-0.96,18.01,9.66,"6,41%","-2,21%",0.95,"6,36%","-16,70%",0,2174310000,4.08,"9,79%"
TAMM3,52.6,-22.68,3.79,0.625,"0,00%",0.523,-31.04,9.74,-0.96,17.98,9.65,"6,41%","-2,21%",0.95,"6,36%","-16,70%",0,2174310000,4.08,"9,79%"
PETR4,20.84,-21.89,1.17,0.913,"3,93%",0.28,9.46,2.72,-0.47,6.53,3.96,"33,56%","-4,36%",1.21,"11,65%","-5,36%",1627580000,231829000000,2,"1,07%"
CRBM7,60,-19.3,2.18,0.999,"0,00%",0.782,1.99,-10.3,11.26,-9.02,-9.02,"-9,70%","-5,18%",2.24,"-12,71%","-11,28%",0,827347000,0.45,"-1,58%"
WMBY3,25.39,-19.3,2.87,0.836,"0,00%",0.182,1.2,8.62,-1.5,25.02,25.02,"9,70%","-7,05%",1.44,"2,39%","-14,86%",0,212439000,6.51,"-14,48%"
TDBH4,0.66,-18.63,1.28,0.906,"0,00%",0.811,-6.15,8.73,-5.66,10.23,10.23,"10,38%","-4,86%",0.63,"10,48%","-6,85%",0,554115000,0.27,"35,74%"
TANC4,43,-18.54,3.1,0.511,"0,00%",0.428,-25.37,7.96,-0.78,16.2,8.69,"6,41%","-2,21%",0.95,"6,36%","-16,70%",0,2174310000,4.08,"9,79%"
GBIO33,10.05,-18.22,1.32,1.447,"0,00%",0.759,7.96,10.6,26.17,12.82,12.82,"13,65%","-7,94%",1.27,"8,71%","-7,25%",1288090,811568000,0.34,"-4,95%"
RANI4,5.97,-18.02,2.81,1.101,"0,18%",0.636,12.27,7.61,-1.38,13.1,6.86,"14,47%","-6,11%",1.2,"9,42%","-15,58%",95442.9,354473000,2.31,"5,25%"
IDVL3,2.34,-17.76,0.53,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-2,98%",193889,384430000,0,"0,00%"
BIOM3,17,-17.32,7.67,64.473,"0,00%",2.825,15.94,-23.4,-9.17,-26.06,-27.26,"-275,58%","-372,35%",2.21,"-14,93%","-44,31%",1892220,134627000,1.36,"1.014,42%"
VVAR3,14.29,-16.56,35.6,0.889,"0,00%",0.953,-6.51,24.02,-2.02,27.79,14.17,"3,70%","-5,37%",0.77,"6,23%","-214,98%",1425390000,641000000,8.9,"9,18%"
CCIM3,5.52,-16.44,0.94,0.498,"0,00%",0.198,0.53,8.96,-1.09,25.04,38.84,"5,55%","-3,03%",2.58,"2,38%","-5,75%",0,660347000,1.93,"29,98%"
TDBH3,0.56,-15.81,1.08,0.769,"0,00%",0.688,-5.22,7.4,-4.8,8.91,8.91,"10,38%","-4,86%",0.63,"10,48%","-6,85%",0,554115000,0.27,"35,74%"
CRDE3,21.99,-14.86,0.4,8.725,"65,72%",0.311,1.06,-10.44,1.24,0.7,0.7,"-83,55%","-66,40%",2.61,"-4,57%","-2,71%",58606.5,132373000,0,"-19,55%"
MGEL4,5.5,-14.63,-0.09,0.057,"0,00%",0.087,0.23,0.54,-0.06,11.05,8.41,"10,50%","-1,16%",3.05,"19,74%","0,59%",32523.4,-370634000,-1.77,"6,57%"
TELB4,31.83,-14.55,1.32,9.524,"0,00%",0.501,2.26,-7.72,-1.49,-5.56,-17.56,"-123,38%","-65,47%",4.58,"-8,33%","-9,10%",1496110,1631740000,0.17,"13,40%"
LOGN3,14.87,-14.43,7.69,1.446,"0,00%",0.817,3.19,16.52,-1.84,24.46,11.75,"8,75%","-10,02%",2.32,"7,93%","-53,34%",19367900,203852000,6.55,"4,15%"
MEAL3,3.92,-14.23,0.62,0.478,"0,00%",0.276,-2.17,-47.81,-0.74,-65.04,18.86,"-1,00%","-3,36%",0.59,"-0,69%","-4,39%",35492600,1230240000,0.45,"1,26%"
RANI3,4.55,-13.73,2.14,0.839,"0,24%",0.485,9.35,5.8,-1.06,11.29,5.91,"14,47%","-6,11%",1.2,"9,42%","-15,58%",198063,354473000,2.31,"5,25%"
LECO4,1.46,-13.48,2,0.637,"0,00%",0.924,-16.84,-29.69,-3.16,-32.69,-32.69,"-2,14%","-4,72%",0.82,"-3,48%","-14,82%",0,105928000,0.2,"3,58%"
SEDU3,23.8,-13.36,15,3.443,"0,00%",1.531,57.9,-22.47,-2.67,-28.68,-69.64,"-15,33%","-25,73%",1.09,"-8,15%","-112,29%",0,415869000,4.67,"10,87%"
IGUA3,8.15,-12.52,-1.44,0.568,"0,00%",0.564,-0.65,8.22,-0.6,14.8,5.8,"6,91%","-4,53%",0.34,"7,61%","11,52%",0,-164188000,-1.33,"-7,41%"
FGUI3,12,-12.41,-2.15,16.009,"0,00%",25.203,-2.2,-57.76,-2.05,-70.17,-70.17,"-27,72%","-129,00%",0.04,"-60,74%","17,32%",0,-222024000,-0.46,"2,13%"
IGUA6,8.07,-12.4,-1.43,0.562,"0,00%",0.558,-0.64,8.14,-0.59,14.72,5.77,"6,91%","-4,53%",0.34,"7,61%","11,52%",0,-164188000,-1.33,"-7,41%"
IGUA5,7.98,-12.26,-1.41,0.556,"0,00%",0.552,-0.64,8.04,-0.59,14.63,5.73,"6,91%","-4,53%",0.34,"7,61%","11,52%",0,-164188000,-1.33,"-7,41%"
PRVI3,10.54,-11.74,1.61,0.919,"0,00%",0.565,-250.86,9.71,-1.48,9.87,6.39,"9,46%","-7,83%",0.99,"6,15%","-13,71%",0,525170000,0.1,"16,19%"
CPNY3,2.35,-11,0.42,0.232,"0,00%",0.054,0.2,1.21,-0.13,4.21,4.21,"19,13%","-2,11%",2.26,"5,48%","-3,86%",0,398830000,2.33,"20,10%"
BAHI3,88,-10.62,1.97,2.428,"0,00%",0.469,-7.46,-21.55,-0.77,-19.85,-24.04,"-11,26%","-22,67%",0.69,"-2,42%","-18,58%",87484.9,98985000,0.25,"155,25%"
BAHI4,86,-10.38,1.93,2.373,"0,00%",0.458,-7.29,-21.06,-0.76,-19.36,-23.44,"-11,26%","-22,67%",0.69,"-2,42%","-18,58%",0,98985000,0.25,"155,25%"
KLBN3,4.27,-10.33,8.21,2.284,"3,07%",0.7,2.63,11.98,-1.29,22.28,10.08,"19,07%","-21,51%",3.93,"7,78%","-79,49%",2009190,2885760000,9.56,"15,81%"
SPRI6,22,-10.01,1.59,0,"0,00%",1.5,0,-9.93,0,-9.33,-9.4,"0,00%","0,00%",0,"0,00%","-15,92%",446.47,34904000,0,"-71,38%"
KLBN11,20.51,-9.92,7.89,2.194,"3,20%",0.673,2.52,11.51,-1.24,21.81,9.87,"19,07%","-21,51%",3.93,"7,78%","-79,49%",185628000,2885760000,9.56,"15,81%"
KLBN4,4.07,-9.84,7.83,2.177,"3,22%",0.667,2.5,11.42,-1.23,21.72,9.83,"19,07%","-21,51%",3.93,"7,78%","-79,49%",11270600,2885760000,9.56,"15,81%"
AMAR3,8.17,-9.74,1.61,0.751,"0,00%",0.625,2.66,6.85,-8.89,10.06,4.93,"10,95%","-10,03%",1.76,"11,19%","-16,58%",66366000,1323970000,0.95,"-1,92%"
PLAS3,5.32,-9.69,-0.92,0.162,"0,00%",0.105,-0.37,-1.29,-0.12,-4.76,26.75,"-12,61%","-1,67%",0.44,"-8,69%","9,45%",64505.6,-72203000,-2.71,"-3,38%"
BIOM4,8.68,-8.84,3.92,32.919,"0,00%",1.443,8.14,-11.95,-4.68,-14.61,-15.29,"-275,58%","-372,35%",2.21,"-14,93%","-44,31%",0,134627000,1.36,"1.014,42%"
TERI3,64.28,-8.83,0.29,0.107,"0,00%",0.081,7.9,7.2,-0.26,39.56,39.56,"1,49%","-1,91%",1.03,"1,25%","-3,27%",0,3641000000,1.43,"7,94%"
ECPR4,81,-8.7,0.82,0,"0,00%",0.508,0,-87.05,0,-86.35,-86.54,"0,00%","0,00%",0,"0,00%","-9,43%",0,187644000,0,"0,00%"
CEDO3,14.9,-8.49,0.86,0.22,"0,00%",0.203,-14.3,1619.57,-0.67,3981.25,17.92,"0,01%","-2,05%",0.97,"0,01%","-10,17%",83074.2,172634000,1.38,"14,13%"
ECPR3,78.2,-8.4,0.79,0,"0,00%",0.491,0,-84.04,0,-83.34,-83.53,"0,00%","0,00%",0,"0,00%","-9,43%",0,187644000,0,"0,00%"
SEMP3,16.86,-8.12,1.36,15.081,"0,00%",1.201,15.67,-4.42,15.67,-4.07,-4.07,"-340,98%","-185,82%",1.64,"-30,21%","-16,81%",0,118441000,0,"-10,37%"
SZPQ4,6.64,-7.85,2.2,0.855,"0,00%",0.744,2.62,-20.31,-3.17,-22.77,-22.77,"-4,21%","-10,89%",2.97,"-3,77%","-28,00%",0,684467000,0.3,"-11,71%"
BAHI5,65,-7.84,1.46,1.793,"0,00%",0.346,-5.51,-15.92,-0.57,-14.22,-17.21,"-11,26%","-22,67%",0.69,"-2,42%","-18,58%",0,98985000,0.25,"155,25%"
MSPA4,51.5,-7.75,0.38,2.735,"0,00%",0.231,4.78,-9.34,-0.74,-10.04,-17.6,"-29,27%","-35,29%",2.74,"-2,56%","-4,90%",239.54,869463000,0.07,"-25,65%"
MEDI3,11.55,-7.52,1.89,0.374,"0,00%",0.824,-10.02,-9.11,-3.31,-6.61,-6.61,"-4,11%","-4,98%",0.79,"-12,30%","-25,13%",0,426164000,0.02,"13,02%"
MSPA3,47,-7.07,0.35,2.496,"0,00%",0.211,4.36,-8.53,-0.67,-9.23,-16.17,"-29,27%","-35,29%",2.74,"-2,56%","-4,90%",602.28,869463000,0.07,"-25,65%"
SPRI3,14.65,-6.67,1.06,0,"0,00%",0.999,0,-6.61,0,-6.01,-6.05,"0,00%","0,00%",0,"0,00%","-15,92%",67439.3,34904000,0,"-71,38%"
ADHM3,2.49,-6.52,-2.05,1230.51,"0,00%",167.797,-2.28,-9.08,-2.03,-9.08,-9.27,"-13.548,50%","-18.860,60%",0,"521,70%","31,47%",190120,-19776000,0,"43,48%"
CTNM3,11.05,-6.04,0.34,0.181,"0,00%",0.079,1.53,7.63,-0.36,37.11,11.24,"2,38%","-2,27%",1.16,"1,14%","-5,61%",99981.6,999012000,1.53,"-9,95%"
VVAR11,14.58,-5.63,12.11,0.302,"0,00%",0.324,-2.22,8.17,-0.69,11.93,6.09,"3,70%","-5,37%",0.77,"6,23%","-214,98%",0,641000000,8.9,"9,18%"
VVAR4,4.84,-5.61,12.06,0.301,"0,00%",0.323,-2.21,8.14,-0.68,11.9,6.07,"3,70%","-5,37%",0.77,"6,23%","-214,98%",0,641000000,8.9,"9,18%"
SPRI5,12.25,-5.57,0.89,0,"0,00%",0.835,0,-5.53,0,-4.92,-4.96,"0,00%","0,00%",0,"0,00%","-15,92%",5755.44,34904000,0,"-71,38%"
MNDL3,23,-5.51,-0.39,0.117,"0,00%",0.055,-0.09,1.56,-0.06,7.01,5.13,"7,51%","-2,13%",0.29,"3,70%","7,13%",175579,-145320000,-1.4,"4,90%"
PINE4,2.95,-5.48,0.52,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-9,47%",1019340,841823000,0,"-25,97%"
BUET3,24.99,-5.46,-0.97,1.961,"0,00%",0.572,-0.67,-13.13,-0.39,-22.6,-36.32,"-14,93%","-35,93%",0.11,"-5,95%","17,79%",0,-124674000,-0.7,"4,55%"
BAHI11,43.7,-5.27,0.98,1.206,"0,00%",0.233,-3.7,-10.7,-0.38,-9,-10.9,"-11,26%","-22,67%",0.69,"-2,42%","-18,58%",0,98985000,0.25,"155,25%"
DTCY3,7.05,-5.06,11.78,4.722,"0,00%",1.904,-6.49,-8.92,-3,-8.97,-17.97,"-52,95%","-93,42%",0.41,"-26,20%","-233,06%",30275,4661000,0.61,"-1,51%"
TLCP3,48,-5.02,1.76,0.824,"0,00%",0.533,-2.76,-26.61,-1.33,-43.86,-43.86,"-3,10%","-16,40%",0.61,"-2,52%","-35,04%",0,262979000,1.21,"9,09%"
LFFE4,3.89,-4.91,4.08,0,"0,00%",3.599,0,-26.5,0,-23.11,10.9,"0,00%","0,00%",0,"0,00%","-83,10%",0,51892000,0,"0,00%"
CGOS3,26.2,-4.85,1.89,0.509,"0,00%",0.167,-0.83,-256.6,-0.25,-570.29,-570.29,"-0,20%","-10,48%",0.54,"-0,08%","-39,02%",0,453387000,2.48,"8,97%"
BSEV3,3.42,-4.49,15.66,0.588,"0,00%",0.34,17.8,9.61,-0.52,25.14,4.36,"6,12%","-13,09%",1.06,"3,81%","-348,53%",358186,222826000,26.51,"-0,91%"
MDNE3,7.14,-4.42,0.56,1.978,"0,00%",0.273,0.81,25.59,9.7,30.26,27.16,"7,73%","-45,97%",2.64,"1,14%","-12,73%",4065040,1077540000,0.21,"-20,58%"
PRML3,11.52,-4.41,1.98,18.612,"0,00%",0.581,23,-30.33,-0.93,-63.15,1640.31,"-61,36%","-424,99%",2.02,"-1,96%","-44,84%",0,2192720000,2.18,"32,85%"
CEDO4,7.41,-4.22,0.43,0.109,"0,00%",0.101,-7.11,805.44,-0.33,3167.12,14.26,"0,01%","-2,05%",0.97,"0,01%","-10,17%",100122,172634000,1.38,"14,13%"
SJOS3,1.19,-4.13,-0.1,0,"0,00%",3.158,0,-10.77,0,-23.98,-24.45,"0,00%","0,00%",0,"0,00%","2,51%",0,-155065000,0,"0,00%"
BUET4,18.49,-4.04,-0.72,1.451,"0,00%",0.423,-0.5,-9.72,-0.29,-19.18,-30.83,"-14,93%","-35,93%",0.11,"-5,95%","17,79%",0,-124674000,-0.7,"4,55%"
PMET5,0.65,-3.95,-0.16,4.518,"0,00%",30.248,-0.22,89.99,-0.16,503.88,503.88,"5,02%","-114,49%",0.01,"38,97%","4,10%",0,-290863000,-0.74,"37,74%"
LFFE3,3.11,-3.92,3.26,0,"0,00%",2.877,0,-21.18,0,-17.8,8.39,"0,00%","0,00%",0,"0,00%","-83,10%",0,51892000,0,"0,00%"
FBMC3,80,-3.78,-0.92,3.858,"0,00%",1.384,-1.79,-2.85,-0.64,-3.31,-3.69,"-135,59%","-101,97%",0.31,"-64,70%","24,19%",0,-63552000,-0.15,"-31,66%"
IGBR6,19,-3.68,-0.26,45.016,"0,00%",0.954,-2.72,-21.87,-0.21,-108.38,-130.38,"-205,85%","-1.222,24%",0.03,"-4,73%","7,14%",0,-903745000,-1.04,"-9,86%"
IGBR5,18.9,-3.66,-0.26,44.779,"0,00%",0.949,-2.71,-21.75,-0.21,-108.27,-130.24,"-205,85%","-1.222,24%",0.03,"-4,73%","7,14%",0,-903745000,-1.04,"-9,86%"
APTI4,3500,-3.61,0.28,1.493,"0,00%",0.152,21.06,-4.11,-0.51,-6.23,-6.23,"-36,36%","-41,31%",1.05,"-3,92%","-7,78%",0,236697000,0.24,"-7,69%"
TLCP4,34.11,-3.57,1.25,0.586,"0,00%",0.379,-1.96,-18.91,-0.95,-36.16,-36.16,"-3,10%","-16,40%",0.61,"-2,52%","-35,04%",0,262979000,1.21,"9,09%"
SHOW3,2.63,-3.53,0.65,0.581,"0,00%",0.271,1.43,-5.42,-35.49,-3.62,-8.47,"-10,71%","-16,88%",1.49,"-8,35%","-18,27%",2364160,275141000,0.59,"-17,56%"
SUZB3,37.88,-3.43,11.34,1.889,"0,00%",0.489,11.75,15.53,-0.64,35.48,13.87,"12,16%","-54,97%",1.29,"3,55%","-330,12%",411639000,4547770000,16.66,"27,06%"
BECE3,9.1,-3.42,8.72,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-255,20%",0,96496000,0,"12,81%"
BECE4,8.75,-3.29,8.38,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-255,20%",0,96496000,0,"12,81%"
CTNM4,5.86,-3.2,0.18,0.096,"0,00%",0.042,0.81,4.05,-0.19,33.52,10.15,"2,38%","-2,27%",1.16,"1,14%","-5,61%",262925,999012000,1.53,"-9,95%"
SCLO3,14.1,-3.08,-0.08,21.727,"0,00%",0.694,-0.08,-17.86,-0.08,-53.21,-53.21,"-121,67%","-705,30%",0.01,"-4,02%","2,75%",0,-159553000,-0.17,"-3,62%"
PNOR5,1.87,-2.9,0.55,0.354,"0,00%",0.205,0.7,8.52,-2.32,4.57,4.57,"4,15%","-11,74%",2.5,"3,61%","-18,84%",0,158071000,0.42,"1,34%"
PNOR6,1.87,-2.9,0.55,0.354,"0,00%",0.205,0.7,8.52,-2.32,4.57,4.57,"4,15%","-11,74%",2.5,"3,61%","-18,84%",0,158071000,0.42,"1,34%"
STRP4,0.21,-2.85,-0.43,0.416,"0,00%",0.111,-0.18,-0.45,-0.09,-1.15,-1.15,"-91,82%","-14,58%",0.13,"-25,49%","14,95%",0,-12498000,-0.66,"-36,39%"
TCSA3,12.12,-2.84,1.01,2.998,"0,00%",0.552,3.71,-8.79,-5.54,-9.75,-10.57,"-34,12%","-107,43%",1.73,"-7,24%","-35,62%",26447000,882145000,0.35,"-23,89%"
TESA3,14.9,-2.74,0.41,0.302,"0,00%",0.126,-3.43,3.25,-0.33,13.3,8.34,"9,30%","-11,02%",0.89,"4,47%","-14,98%",912410,785162000,1.3,"6,54%"
LIXC3,1.75,-2.62,1.52,395.995,"0,00%",0.069,0.28,-4.21,3.84,-6.37,-6.68,"-9.413,21%","-14.386,80%",1.34,"-1,90%","-57,85%",0,13842000,0.79,"-75,90%"
LLIS3,7.18,-2.56,0.22,0.518,"0,00%",0.115,-3.23,-2.51,-0.49,-7.6,-53.68,"-20,67%","-20,23%",0.87,"-5,65%","-8,46%",2420750,2282310000,0.65,"-3,34%"
BRKM3,24.42,-2.49,-19.47,0.375,"3,43%",0.252,3.33,11.46,-0.36,27.05,8.44,"3,27%","-15,99%",1.29,"3,09%","780,81%",738268,-1000160000,-38.84,"2,98%"
BICB4,8.25,-2.43,2.21,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-91,00%",0,944626000,0,"-31,19%"
EMBR3,7.83,-2.38,0.35,0.544,"0,00%",0.101,0.54,11.82,0.85,8.54,3.02,"4,60%","-22,61%",1.3,"0,97%","-14,67%",178282000,16580900000,0.22,"-14,95%"
