Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
CALI3,98.18,-2.37,13.04,7.11,"0,00%",0.447,1.16,-1.66,-1.07,-1.66,-1.68,"-427,68%","-300,62%",3.39,"-30,83%","-551,34%",0,2801000,0.26,"-41,61%"
BICB3,8,-2.35,2.14,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","-91,00%",0,944626000,0,"-31,19%"
BRKM5,22.91,-2.34,-18.26,0.351,"3,66%",0.237,3.12,10.75,-0.34,26.34,8.22,"3,27%","-15,99%",1.29,"3,09%","780,81%",115003000,-1000160000,-38.84,"2,98%"
ARLA4,3.38,-2.21,-0.62,2.137,"0,00%",0.442,-0.31,-6.74,-0.29,-17.87,-17.87,"-31,72%","-96,55%",0.1,"-13,71%","28,00%",0,-24319000,-1.02,"-47,46%"
LIXC4,1.45,-2.17,1.26,328.11,"0,00%",0.057,0.23,-3.49,3.18,-5.65,-5.92,"-9.413,21%","-14.386,80%",1.34,"-1,90%","-57,85%",0,13842000,0.79,"-75,90%"
OGXP3,1.63,-2.15,-0.98,0,"0,00%",0.925,0,-16.46,0,-16.46,-16.46,"0,00%","0,00%",0,"0,00%","45,53%",0,-53901000,0,"0,00%"
AZEV3,13.82,-2.09,-0.3,42.572,"0,00%",1.349,-0.38,-5.58,-0.27,-8.11,-10.24,"-763,49%","-2.041,24%",0.1,"-52,31%","14,52%",567982,-246370000,-0.14,"-68,92%"
VTLM3,0.79,-2.07,-0.65,390.404,"0,00%",53.237,-0.72,-2.88,-0.64,-2.88,-2.94,"-13.548,50%","-18.860,60%",0,"521,70%","31,47%",0,-19776000,0,"43,48%"
GPIV33,4.3,-1.99,0.37,-1.58,"0,00%",0.169,0.59,-0.9,1.65,0.66,0.66,"176,53%","215,12%",11.14,"-27,14%","-18,51%",962014,1283040000,0,"143,58%"
BRKM6,19.01,-1.94,-15.15,0.292,"3,19%",0.196,2.59,8.92,-0.28,24.51,7.65,"3,27%","-15,99%",1.29,"3,09%","780,81%",260.88,-1000160000,-38.84,"2,98%"
SUZB5,21.13,-1.92,6.32,1.054,"0,00%",0.273,6.55,8.66,-0.35,28.61,11.19,"12,16%","-54,97%",1.29,"3,55%","-330,12%",0,4547770000,16.66,"27,06%"
ARCZ3,3.66,-1.88,1.95,1.096,"0,00%",0.369,1.53,9.5,-0.84,28.18,28.18,"11,54%","-58,02%",2.86,"4,03%","-103,98%",0,1934210000,3.92,"0,75%"
ARCZ6,3.63,-1.86,1.94,1.087,"0,00%",0.366,1.52,9.42,-0.84,28.1,28.1,"11,54%","-58,02%",2.86,"4,03%","-103,98%",0,1934210000,3.92,"0,75%"
BISA3,1.58,-1.77,1.18,1.692,"0,00%",0.321,0.86,-4.02,-7.64,-6.21,-9.28,"-42,05%","-96,36%",2.22,"-8,50%","-66,94%",0,1788370000,0.77,"-24,23%"
BCAL6,0.28,-1.7,-0.07,1.946,"0,00%",13.03,-0.09,38.77,-0.07,452.65,452.65,"5,02%","-114,49%",0.01,"38,97%","4,10%",0,-290863000,-0.74,"37,74%"
DJON4,0.18,-1.7,0.22,-0.956,"0,00%",0.166,-1.29,-1.42,-0.85,-1.98,-1.98,"67,37%","56,33%",0.24,"-12,02%","-12,84%",0,2702000,0.09,"45,19%"
SUZB6,17.88,-1.62,5.35,0.892,"0,00%",0.231,5.54,7.33,-0.3,27.28,10.67,"12,16%","-54,97%",1.29,"3,55%","-330,12%",0,4547770000,16.66,"27,06%"
ARLA3,2.47,-1.62,-0.45,1.562,"0,00%",0.323,-0.22,-4.92,-0.21,-16.06,-16.06,"-31,72%","-96,55%",0.1,"-13,71%","28,00%",0,-24319000,-1.02,"-47,46%"
SDIA3,6.42,-1.59,9.41,0.397,"0,00%",0.418,-3.29,9.53,-0.83,23.15,23.15,"4,16%","-25,09%",0.78,"5,89%","-590,66%",0,459230000,17.27,"13,42%"
SDIA4,6.42,-1.59,9.41,0.397,"0,00%",0.418,-3.29,9.53,-0.83,23.15,23.15,"4,16%","-25,09%",0.78,"5,89%","-590,66%",0,459230000,17.27,"13,42%"
DUQE3,28,-1.58,-11.29,12.103,"0,00%",0.428,-0.74,-1.65,-0.57,-2.7,-2.98,"-732,92%","-767,60%",0.33,"-28,21%","715,74%",0,-6987000,-7.19,"-42,70%"
JBDU3,3.47,-1.48,0.26,0,"0,00%",0.091,0,-1.6,0,-2.02,-2.02,"0,00%","0,00%",0,"0,00%","-17,32%",67644.2,68038000,0,"0,00%"
TPIS3,1.26,-1.4,0.32,0.216,"0,00%",0.06,-0.25,-4.39,-0.08,-40.56,5.2,"-4,93%","-18,14%",0.22,"-1,44%","-22,60%",811256,700585000,2.77,"-16,08%"
HBTS5,10.45,-1.23,0.4,10.818,"0,47%",0.078,-2.1,-1.23,-0.11,-2.77,-2.84,"-879,28%","-880,59%",0.75,"-6,40%","-32,59%",4358.88,238465000,0.52,"-33,65%"
PMET6,0.2,-1.21,-0.05,1.39,"0,00%",9.307,-0.07,27.69,-0.05,441.57,441.57,"5,02%","-114,49%",0.01,"38,97%","4,10%",0,-290863000,-0.74,"37,74%"
CALI4,50.21,-1.21,6.67,3.636,"0,00%",0.229,0.59,-0.85,-0.55,-0.84,-0.85,"-427,68%","-300,62%",3.39,"-30,83%","-551,34%",0,2801000,0.26,"-41,61%"
SGPS3,7.25,-1.15,0.29,0.262,"0,00%",0.113,1.32,5.81,-0.46,19.31,7.98,"4,51%","-22,86%",1.3,"2,16%","-25,69%",1181650,1231790000,0.84,"-15,35%"
JFEN3,4.35,-1.13,1.36,4.633,"0,00%",0.261,0.94,-3.11,-5.67,-7.2,-7.27,"-149,16%","-433,10%",1.52,"-8,78%","-120,90%",538513,336159000,1.84,"-41,76%"
CORR4,69,-1.12,-0.37,0.811,"0,00%",0.138,0.22,-1.02,-0.2,0.6,0.61,"-79,59%","-72,54%",24.65,"-17,33%","33,53%",0,-4262000,0,"-22,50%"
MNPR3,5.1,-1.1,-0.09,0.154,"0,00%",0.181,-0.09,0.76,-0.07,0.76,0.68,"20,28%","-14,02%",0.13,"24,89%","8,40%",38589.8,-392632000,0,"2,76%"
LGLO4,100,-1.05,0.65,0.225,"0,00%",0.192,-0.32,-1.24,-0.32,-2.13,-2.13,"-18,10%","-21,47%",0.14,"-18,37%","-62,51%",0,5191000,0.49,"-11,42%"
PMAM3,13.36,-1.04,9.12,0.121,"0,00%",0.142,-0.3,-4.67,-0.26,-26.29,143.39,"-2,59%","-11,58%",0.48,"-3,71%","-874,44%",2983370,63575000,44.1,"-0,37%"
MNPR4,4.63,-1,-0.08,0.14,"0,00%",0.164,-0.08,0.69,-0.06,0.69,0.61,"20,28%","-14,02%",0.13,"24,89%","8,40%",0,-392632000,0,"2,76%"
TECN3,1.54,-0.99,0.35,0.382,"0,00%",0.179,0.53,-3.54,1.98,-4.74,-3.49,"-10,81%","-38,79%",2.41,"-6,43%","-35,61%",585055,344485000,0.3,"-6,03%"
BBRK3,2.31,-0.94,0.34,0.616,"0,00%",0.208,2.71,-5.73,-1.68,-1.9,-13.51,"-10,74%","-51,99%",1.49,"-4,26%","-35,78%",2010590,249073000,0,"-3,83%"
RPMG3,3.1,-0.92,-0.08,0.177,"0,00%",0.084,-0.09,-1.08,-0.07,-1.08,-1.1,"-16,45%","-19,27%",0.49,"-7,88%","8,22%",351608,-2779490000,0,"15,54%"
DMMO3,1.52,-0.85,-0.47,0.955,"0,00%",0.324,-1.03,-6.33,-0.21,-16.63,776.19,"-15,10%","-112,42%",0.34,"-5,80%","55,81%",18862200,-865738000,-0.83,"2,24%"
DHBI3,19,-0.83,-0.17,0.869,"0,00%",0.343,-0.16,-3.68,-0.13,-24.58,-59.55,"-23,58%","-154,81%",0.12,"-10,50%","21,03%",0,-456340000,-0.99,"-23,62%"
LETO5,2.06,-0.83,-0.14,0,"0,00%",0.248,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","17,05%",0,-58642000,0,"-17,38%"
IENG3,0.15,-0.81,0.99,1.717,"0,00%",0.11,-1.17,3.88,-0.3,25.11,25.11,"44,29%","-224,61%",0.85,"2,84%","-122,41%",0,52234000,5.45,"8,13%"
CEED4,110,-0.79,-0.26,0.31,"0,00%",0.258,-0.31,-3.65,-0.15,-6.99,-14.25,"-8,51%","-39,14%",0.26,"-8,33%","32,79%",0,-4095110000,-0.25,"3,14%"
AZUL4,20,-0.79,-0.71,0.585,"0,00%",0.364,-1.11,-4.99,-0.27,-19.11,10.97,"-11,73%","-74,27%",0.37,"-8,89%","90,10%",489998000,-9646720000,-2.14,"19,99%"
AZEV4,5.2,-0.78,-0.11,16.018,"0,00%",0.508,-0.14,-2.1,-0.1,-4.64,-5.85,"-763,49%","-2.041,24%",0.1,"-52,31%","14,52%",890000,-246370000,-0.14,"-68,92%"
ESTR4,38.98,-0.77,-0.07,0.281,"0,00%",0.153,-0.07,-4.68,-0.05,-11.84,-26.62,"-6,01%","-36,44%",0.16,"-3,69%","8,54%",0,-478535000,-0.11,"-8,25%"
LUPA3,1.99,-0.69,0.66,3.771,"0,00%",0.098,0.39,-1.51,-0.21,-6.45,-9.03,"-249,89%","-533,34%",2.91,"-6,69%","-95,13%",1415250,75601000,2.19,"-42,97%"
LATM11,28.65,-0.68,0.02,0.006,"0,00%",0.003,-0.02,0.05,0,7.74,7.74,"11,46%","-0,39%",0.49,"6,55%","-2,37%",0,11357000000,2.92,"16,69%"
JBDU4,1.58,-0.67,0.12,0,"0,00%",0.041,0,-0.73,0,-1.15,-1.15,"0,00%","0,00%",0,"0,00%","-17,32%",117059,68038000,0,"0,00%"
CELM3,15,-0.67,-0.16,0.257,"0,00%",0.132,-0.21,-1.02,-0.1,-4.26,-4.26,"-25,14%","-38,36%",0.44,"-15,60%","23,41%",0,-11104000,-0.66,"5,80%"
IENG5,0.12,-0.65,0.79,1.374,"0,00%",0.088,-0.93,3.1,-0.24,24.33,24.33,"44,29%","-224,61%",0.85,"2,84%","-122,41%",0,52234000,5.45,"8,13%"
CEED3,88,-0.63,-0.21,0.248,"0,00%",0.206,-0.25,-2.92,-0.12,-6.26,-12.77,"-8,51%","-39,14%",0.26,"-8,33%","32,79%",3860.6,-4095110000,-0.25,"3,14%"
SUZA4,13.9,-0.59,1.83,0.088,"0,00%",0.023,0.54,0.73,-0.03,20.69,7.31,"12,14%","-54,97%",1.29,"3,54%","-311,24%",0,1314840000,57.64,"27,06%"
OIBR4,1.52,-0.57,0.79,0.458,"0,00%",0.122,1.15,-5.43,-0.21,-16.34,5.2,"-8,43%","-81,13%",1.68,"-2,66%","-138,72%",3846250,11425100000,2.14,"-7,65%"
IGBR3,2.56,-0.5,-0.04,6.065,"0,00%",0.129,-0.37,-2.95,-0.03,-89.46,-107.62,"-205,85%","-1.222,24%",0.03,"-4,73%","7,14%",349124,-903745000,-1.04,"-9,86%"
REEM4,4.63,-0.48,-0.08,0.197,"0,00%",0.137,-0.14,-4.33,-0.07,-3.84,-6.01,"-4,54%","-40,65%",0.45,"4,61%","15,78%",0,-372708000,0,"-13,59%"
CCXC3,1.16,-0.48,-0.04,0,"0,00%",0.185,0,-0.65,0,-0.52,-0.52,"0,00%","0,00%",0,"0,00%","7,85%",0,-52699000,0,"0,00%"
VIVR3,1.7,-0.48,-0.71,-0.778,"0,00%",0.206,-0.41,-1.48,-0.23,-4.25,-4.43,"52,59%","163,73%",0.44,"-14,54%","149,53%",1466620,-144472000,-1.37,"-27,02%"
PMAM4,5.84,-0.46,3.99,0.053,"0,00%",0.062,-0.13,-2.04,-0.11,-23.66,129.05,"-2,59%","-11,58%",0.48,"-3,71%","-874,44%",0,63575000,44.1,"-0,37%"
OIBR3,1.15,-0.43,0.6,0.347,"0,00%",0.093,0.87,-4.11,-0.16,-15.02,4.78,"-8,43%","-81,13%",1.68,"-2,66%","-138,72%",168075000,11425100000,2.14,"-7,65%"
DOCA3,11,-0.4,-0.03,-3.064,"0,00%",0.03,-0.32,-0.26,-0.02,-6.86,-6.76,"1.165,92%","636,17%",0.61,"-12,48%","8,24%",0,-390317000,-0.82,"-38,80%"
ESTR3,20,-0.4,-0.03,0.144,"0,00%",0.078,-0.03,-2.4,-0.03,-9.56,-21.5,"-6,01%","-36,44%",0.16,"-3,69%","8,54%",0,-478535000,-0.11,"-8,25%"
FGUI4,0.38,-0.39,-0.07,0.507,"0,00%",0.798,-0.07,-1.83,-0.06,-14.24,-14.24,"-27,72%","-129,00%",0.04,"-60,74%","17,32%",0,-222024000,-0.46,"2,13%"
MWET3,7,-0.37,-0.07,0.083,"0,00%",0.082,-0.11,-1.23,-0.04,-7.41,-11.99,"-6,74%","-22,36%",0.25,"-8,21%","18,07%",0,-215261000,-0.35,"8,36%"
BDLL3,24.01,-0.37,3.05,0.71,"0,00%",0.046,-0.23,-0.76,-0.07,-5.27,-6.31,"-93,61%","-193,35%",0.62,"-6,83%","-831,33%",0,12589000,18.16,"-43,33%"
WISA4,0.25,-0.35,-0.01,0.219,"0,00%",0.029,-0.06,-0.31,-0.01,-19.27,-19.27,"-71,41%","-62,75%",0.18,"-9,78%","2,39%",0,-205386000,-0.52,"-48,66%"
HOOT4,2.89,-0.34,-0.14,0.596,"0,00%",0.109,-0.1,-0.43,-0.06,-0.4,-0.44,"-138,33%","-176,16%",0.05,"-26,02%","40,64%",22702.9,-386385000,0,"-15,47%"
RSID3,5.65,-0.32,-0.16,2.105,"0,00%",0.049,-0.09,-1.13,-0.05,-17.5,-19.11,"-185,94%","-658,23%",0.42,"-4,83%","48,01%",933882,-621680000,-2.36,"-55,14%"
LETO3,0.8,-0.32,-0.05,0,"0,00%",0.096,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","17,05%",0,-58642000,0,"-17,38%"
SJOS4,0.09,-0.31,-0.01,0,"0,00%",0.239,0,-0.81,0,-14.02,-14.3,"0,00%","0,00%",0,"0,00%","2,51%",0,-155065000,0,"0,00%"
GSHP3,49.3,-0.3,-0.31,0.812,"0,00%",0.053,0.62,3.92,-0.06,58.9,53.56,"20,71%","-270,80%",1.58,"1,67%","103,58%",57267.3,-306349000,-5.45,"-17,17%"
WISA3,0.2,-0.28,-0.01,0.175,"0,00%",0.023,-0.05,-0.25,-0.01,-19.21,-19.21,"-71,41%","-62,75%",0.18,"-9,78%","2,39%",0,-205386000,-0.52,"-48,66%"
TENE7,9.8,-0.26,-0.02,0,"0,00%",0.068,0,-1.02,0,-1.44,1.98,"0,00%","0,00%",0,"0,00%","6,64%",0,-69256000,0,"0,00%"
LIQO3,4.3,-0.24,-0.61,0.117,"0,00%",0.078,-0.43,-0.39,-0.08,-1.87,-3.04,"-30,30%","-48,96%",0.49,"-23,67%","255,17%",0,-165543000,-2.7,"-26,17%"
SLED3,1.81,-0.23,-0.35,0.117,"0,00%",0.097,-2.57,-0.59,-0.1,-3.86,-11.51,"-19,96%","-50,69%",0.88,"-19,50%","150,00%",362451,-203296000,-2.02,"-22,07%"
MEND6,9.5,-0.21,-0.01,56.577,"0,00%",0.102,-0.07,-2798.16,-0.01,-272246,21412.6,"-2,02%","-26.436,10%",0,"-0,00%","4,05%",0,-11298700000,-0.83,"-20,27%"
MWET4,3.84,-0.2,-0.04,0.045,"0,00%",0.045,-0.06,-0.67,-0.02,-6.86,-11.1,"-6,74%","-22,36%",0.25,"-8,21%","18,07%",52670.7,-215261000,-0.35,"8,36%"
CORR3,12,-0.19,-0.07,0.141,"0,00%",0.024,0.04,-0.18,-0.03,1.44,1.47,"-79,59%","-72,54%",24.65,"-17,33%","33,53%",0,-4262000,0,"-22,50%"
DOCA4,5,-0.18,-0.01,-1.393,"0,00%",0.014,-0.15,-0.12,-0.01,-6.71,-6.62,"1.165,92%","636,17%",0.61,"-12,48%","8,24%",0,-390317000,-0.82,"-38,80%"
DUQE4,2.95,-0.17,-1.19,1.275,"0,00%",0.045,-0.08,-0.17,-0.06,-1.23,-1.35,"-732,92%","-767,60%",0.33,"-28,21%","715,74%",0,-6987000,-7.19,"-42,70%"
RNEW3,3.8,-0.16,-0.15,1.615,"0,00%",0.068,-0.05,-1.4,-0.05,-15.18,-17.71,"-115,08%","-1.032,75%",0.01,"-5,71%","92,99%",158268,-1090550000,-1.43,"-21,91%"
TEKA3,39.09,-0.15,-0.01,0.132,"0,00%",0.02,-0.01,-1.6,-0.01,-39.71,-68.37,"-8,27%","-86,76%",0.03,"-1,99%","8,25%",69464.5,-1564030000,-0.3,"0,37%"
FTRX3,0.13,-0.15,-0.02,0.206,"0,00%",0.023,-0.04,-0.19,-0.01,-1.77,-2.27,"-106,22%","-138,83%",0.06,"-11,99%","13,50%",0,-154535000,-0.16,"-31,25%"
MEND5,6.5,-0.15,-0.01,38.711,"0,00%",0.07,-0.05,-1914.53,-0.01,-271363,21343.1,"-2,02%","-26.436,10%",0,"-0,00%","4,05%",0,-11298700000,-0.83,"-20,27%"
RNEW11,10.3,-0.14,-0.13,1.459,"0,00%",0.061,-0.05,-1.27,-0.04,-15.04,-17.55,"-115,08%","-1.032,75%",0.01,"-5,71%","92,99%",242088,-1090550000,-1.43,"-21,91%"
INEP3,7.11,-0.13,-0.03,2.148,"0,00%",0.04,-0.03,-0.19,-0.02,-2.37,-2.52,"-1.107,21%","-1.399,61%",0.14,"-22,23%","25,18%",21108,-1703920000,-0.38,"-51,46%"
RNEW4,3.1,-0.13,-0.12,1.317,"0,00%",0.056,-0.04,-1.14,-0.04,-14.92,-17.41,"-115,08%","-1.032,75%",0.01,"-5,71%","92,99%",192250,-1090550000,-1.43,"-21,91%"
BDLL4,8.3,-0.13,1.05,0.245,"0,00%",0.016,-0.08,-0.26,-0.02,-4.77,-5.71,"-93,61%","-193,35%",0.62,"-6,83%","-831,33%",23813.6,12589000,18.16,"-43,33%"
FTRX4,0.11,-0.13,-0.02,0.174,"0,00%",0.019,-0.03,-0.16,-0.01,-1.74,-2.24,"-106,22%","-138,83%",0.06,"-11,99%","13,50%",0,-154535000,-0.16,"-31,25%"
INEP4,6.69,-0.12,-0.03,2.021,"0,00%",0.037,-0.03,-0.18,-0.02,-2.36,-2.51,"-1.107,21%","-1.399,61%",0.14,"-22,23%","25,18%",51184.4,-1703920000,-0.38,"-51,46%"
SNSY5,111.1,-0.12,-0.02,0.047,"0,00%",0.057,-0.12,-0.27,-0.01,-1.43,-1.86,"-17,05%","-40,11%",0.52,"-24,70%","14,06%",12937.9,-1269810000,-0.08,"5,42%"
SLED4,0.92,-0.12,-0.18,0.06,"0,00%",0.049,-1.3,-0.3,-0.05,-3.57,-10.65,"-19,96%","-50,69%",0.88,"-19,50%","150,00%",880866,-203296000,-2.02,"-22,07%"
MMXM3,1.87,-0.1,-0.02,9.698,"0,00%",0.099,0,-0.12,0,-1.92,-1.92,"-8.226,78%","-9.647,88%",0,"0,00%","16,45%",55645.7,-732065000,0,"27,68%"
FBMC4,1.96,-0.09,-0.02,0.095,"0,00%",0.034,-0.04,-0.07,-0.02,-0.53,-0.59,"-135,59%","-101,97%",0.31,"-64,70%","24,19%",0,-63552000,-0.15,"-31,66%"
SULT3,0.56,-0.09,0.04,0.058,"0,00%",0.005,-0.02,-0.5,-0.01,-0.64,-1.06,"-11,61%","-62,94%",0.22,"-0,93%","-46,96%",0,164230000,0.02,"12,14%"
MNDL4,0.38,-0.09,-0.01,0.002,"0,00%",0.001,0,0.03,0,5.48,4.01,"7,51%","-2,13%",0.29,"3,70%","7,13%",0,-145320000,-1.4,"4,90%"
SCLO4,0.41,-0.09,0,0.632,"0,00%",0.02,0,-0.52,0,-35.87,-35.87,"-121,67%","-705,30%",0.01,"-4,02%","2,75%",0,-159553000,-0.17,"-3,62%"
RPMG4,0.26,-0.08,-0.01,0.015,"0,00%",0.007,-0.01,-0.09,-0.01,-0.09,-0.09,"-16,45%","-19,27%",0.49,"-7,88%","8,22%",0,-2779490000,0,"15,54%"
SULT4,0.43,-0.07,0.03,0.044,"0,00%",0.004,-0.02,-0.38,0,-0.52,-0.87,"-11,61%","-62,94%",0.22,"-0,93%","-46,96%",0,164230000,0.02,"12,14%"
VPTA4,10.5,-0.07,-0.01,0.26,"0,00%",0.054,-0.02,-0.13,-0.01,-6.89,-6.89,"-193,57%","-396,38%",0.23,"-45,00%","10,11%",0,-867658000,-0.34,"-58,91%"
VPSC4,9.99,-0.05,4.3,0.029,"0,00%",0.033,-0.06,-0.13,-0.06,-0.2,-0.2,"-22,82%","-55,90%",0.43,"-28,56%","-8.246,83%",0,1232000,6.15,"-10,02%"
TEKA4,13.25,-0.05,0,0.045,"0,00%",0.007,0,-0.54,0,-38.66,-66.55,"-8,27%","-86,76%",0.03,"-1,99%","8,25%",360505,-1564030000,-0.3,"0,37%"
VAGV3,1.14,-0.05,-0.01,0.014,"0,00%",0.037,-0.08,-0.27,-0.01,-8.9,-8.9,"-5,08%","-29,29%",0.52,"-15,14%","20,73%",0,-8194580000,-0.31,"1,06%"
PDGR3,4.85,-0.05,-0.01,0.179,"0,00%",0.021,-0.02,-0.57,-0.01,-23.75,-24.93,"-31,39%","-385,86%",0.38,"-4,22%","16,57%",414687,-5038720000,-0.34,"-28,61%"
DHBI4,1.01,-0.04,-0.01,0.046,"0,00%",0.018,-0.01,-0.2,-0.01,-21.09,-51.1,"-23,58%","-154,81%",0.12,"-10,50%","21,03%",0,-456340000,-0.99,"-23,62%"
VAGV4,1.02,-0.04,-0.01,0.012,"0,00%",0.033,-0.07,-0.24,-0.01,-8.87,-8.87,"-5,08%","-29,29%",0.52,"-15,14%","20,73%",0,-8194580000,-0.31,"1,06%"
GAFP3,0.12,-0.04,-0.01,0.372,"0,00%",0.015,-0.09,-0.48,-0.01,-46.92,-46.92,"-77,57%","-981,28%",0.51,"-3,21%","38,79%",0,-80712500,-1.43,"-58,09%"
ARTE3,7.7,-0.04,-0.04,0,"0,00%",0.103,0,-0.52,0,-15.85,-15.85,"0,00%","0,00%",0,"0,00%","102,90%",0,-33570000,0,"-64,35%"
TROR3,2.63,-0.03,-0.01,0.598,"0,00%",0.532,-0.01,-6.57,-0.01,-728.92,-728.92,"-9,11%","-1.745,52%",0.01,"-9,77%","21,14%",0,-1959650000,-0.8,"6,34%"
VPSC3,6.03,-0.03,2.59,0.017,"0,00%",0.02,-0.03,-0.08,-0.04,-0.15,-0.15,"-22,82%","-55,90%",0.43,"-28,56%","-8.246,83%",0,1232000,6.15,"-10,02%"
VPTA3,5,-0.03,0,0.124,"0,00%",0.026,-0.01,-0.06,0,-6.82,-6.82,"-193,57%","-396,38%",0.23,"-45,00%","10,11%",0,-867658000,-0.34,"-58,91%"
ARTE4,6.81,-0.03,-0.03,0,"0,00%",0.091,0,-0.46,0,-15.79,-15.79,"0,00%","0,00%",0,"0,00%","102,90%",0,-33570000,0,"-64,35%"
RCTB33,57,-0.03,0,0.017,"0,00%",0.001,0,-0.01,0,2.15,6.79,"-123,38%","-65,47%",4.58,"-8,33%","-9,10%",0,1631740000,0.17,"13,40%"
OSXB3,4.35,-0.02,0,1.311,"0,00%",0.007,-0.02,-0.96,0,-306.72,-624.81,"-136,64%","-5.570,69%",0.03,"-0,83%","12,09%",42303.4,-4695710000,-0.93,"-61,14%"
TROR4,1.56,-0.02,0,0.355,"0,00%",0.316,0,-3.9,0,-726.24,-726.24,"-9,11%","-1.745,52%",0.01,"-9,77%","21,14%",0,-1959650000,-0.8,"6,34%"
RCTB31,41,-0.02,0,0.012,"0,00%",0.001,0,-0.01,0,2.15,6.8,"-123,38%","-65,47%",4.58,"-8,33%","-9,10%",0,1631740000,0.17,"13,40%"
OSAO4,8.98,-0.02,0,0,"0,00%",0,0,0,0,-3.47,19.53,"-12,61%","-1,67%",0.44,"-8,69%","9,45%",0,-72203000,-2.71,"-3,38%"
GAFP4,0.05,-0.02,-0.01,0.155,"0,00%",0.006,-0.04,-0.2,0,-46.65,-46.65,"-77,57%","-981,28%",0.51,"-3,21%","38,79%",0,-80712500,-1.43,"-58,09%"
RCTB41,33.51,-0.02,0,0.01,"0,00%",0.001,0,-0.01,0,2.15,6.81,"-123,38%","-65,47%",4.58,"-8,33%","-9,10%",0,1631740000,0.17,"13,40%"
MILK33,0.3,-0.02,-0.02,0.077,"0,00%",0.029,-0.08,-0.04,-0.02,-0.11,-0.12,"-176,80%","-508,08%",0.5,"-70,91%","165,12%",0,-516285000,-0.04,"-42,04%"
TENE5,0.5,-0.01,0,0,"0,00%",0.003,0,-0.05,0,-0.47,0.64,"0,00%","0,00%",0,"0,00%","6,64%",0,-69256000,0,"0,00%"
RCTB42,20,-0.01,0,0.006,"0,00%",0,0,0,0,2.16,6.82,"-123,38%","-65,47%",4.58,"-8,33%","-9,10%",0,1631740000,0.17,"13,40%"
CGOS4,16,0,0,0,"0,00%",0,0,-0.16,0,-313.85,-313.85,"-0,20%","-10,48%",0.54,"-0,08%","-39,02%",0,453387000,2.48,"8,97%"
CBMA3,0.01,0,0,1.882,"0,00%",0.007,-2.63,-1.44,0,-14002.7,4722.76,"-130,83%","-380.166,00%",0.91,"-0,47%","17,08%",0,-11829200000,-0.84,"604,17%"
CBMA4,0.01,0,0,1.882,"0,00%",0.007,-2.63,-1.44,0,-14002.7,4722.76,"-130,83%","-380.166,00%",0.91,"-0,47%","17,08%",0,-11829200000,-0.84,"604,17%"
ABCB3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","12,10%",0,4046680000,0,"-17,75%"
AGEI3,7.8,0,1.25,0,"0,00%",0.47,1.39,0,-12.59,0,0,"0,00%","0,00%",2.45,"0,00%","0,00%",0,1878210000,1.01,"0,00%"
ALBA3,2.15,0,0,0,"0,00%",0,0,0,0,-1.27,-1.27,"9,50%","9,62%",1.83,"20,40%","19,77%",0,354860000,0.03,"14,69%"
ARPS3,0.3,0,0,0,"0,00%",0,0,0,0,-14.08,-14.08,"-4,92%","-11,59%",0.91,"-6,64%","20,34%",0,-12690000,-1.24,"-17,53%"
ARPS4,0,0,0,0,"0,00%",0,0,0,0,-14.08,-14.08,"-4,92%","-11,59%",0.91,"-6,64%","20,34%",0,-12690000,-1.24,"-17,53%"
BBSE3,27.85,0,0,0,"14,93%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",141018000,0,0,"0,00%"
BBTG11,15.01,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
BBTG13,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
BERG3,33,0,0,0,"0,00%",0,0,0,0,-10.49,-10.49,"-8,60%","-32,60%",0.46,"-5,58%","-102,71%",0,9538000,2.86,"-8,00%"
BMEF3,11,0,4.16,0,"0,00%",3.482,10.24,0,11.3,0,0,"0,00%","0,00%",3.7,"0,00%","0,00%",0,2674780000,0,"0,00%"
BMGB11,33.6,0,1.25,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,3967790000,0,"0,00%"
BMGB4,5.08,0,0.76,0,"4,16%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",5950800,3967790000,0,"0,00%"
BOVH3,15.71,0,6.16,0,"0,00%",4.874,6.9,0,6.91,0,0,"0,00%","0,00%",4.4,"0,00%","0,00%",0,1843320000,0,"0,00%"
BPAT33,20,0,0.82,0,"35,72%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,876492000,0,"0,00%"
